100m Medley,25m,59.17,577,28 Oct 2022,Toronto (ON),FINA: World Cup No 2 - 2022 Series,Medley,100
200m Medley,25m,2:09.73,603,18 Dec 2022,Toronto (ON),Ontario Junior International,Medley,200
400m Medley,25m,4:25.32,693,4 Nov 2023,Vancouver (BC),Odlum Brown Colleges Cup,Medley,400
50m Freestyle,25m,24.78,538,19 Dec 2021,Pointe-Claire (QC),Invitation decembre ...,Freestyle,50
100m Freestyle,25m,53.67,583,18 Dec 2021,Pointe-Claire (QC),Invitation decembre ...,Freestyle,100
200m Freestyle,25m,1:50.40,729,16 Dec 2022,Toronto (ON),Ontario Junior International,Freestyle,200
400m Freestyle,25m,3:56.08,726,17 Dec 2022,Toronto (ON),Ontario Junior International,Freestyle,400
800m Freestyle,25m,8:10.78,737,30 Oct 2022,Toronto (ON),FINA: World Cup No 2 - 2022 Series,Freestyle,800
1500m Freestyle,25m,15:19.15,782,5 Nov 2023,Vancouver (BC),Odlum Brown Colleges Cup,Freestyle,1500
50m Butterfly,25m,27.03,521,21 Oct 2023,Victoria (BC),Senior Fall Invitational,Butterfly,50
100m Butterfly,25m,59.15,527,5 Nov 2022,Ottawa (ON),Time Trials,Butterfly,100
200m Butterfly,25m,2:12.65,522,21 Oct 2023,Victoria (BC),Senior Fall Invitational,Butterfly,200
50m Breaststroke,25m,43.79,184,24 Feb 2018,Kingston (ON),Heats and Finals SC Finale,Breaststroke,50
100m Breaststroke,25m,1:07.02,561,28 Oct 2023,Calgary (AB),Dino Invitational,Breaststroke,100
200m Breaststroke,25m,2:27.21,543,27 Oct 2023,Calgary (AB),Dino Invitational,Breaststroke,200
50m Backstroke,25m,29.65,414,10 Dec 2021,Gatineau (QC),Grand Prix Gatineau,Backstroke,50
100m Backstroke,25m,1:03.12,448,26 Nov 2022,Ottawa (ON),Time Trials,Backstroke,100
200m Backstroke,25m,2:12.05,511,27 Oct 2023,Calgary (AB),Dino Invitational,Backstroke,200
200m Medley,50m,2:14.34,611,6 Mar 2022,Toronto (ON),Trials Selection Prep Invite,Medley,200
400m Medley,50m,4:36.18,688,4 Aug 2023,Toronto (ON),Canadian Championships,Medley,400
50m Freestyle,50m,25.27,566,24 Apr 2022,Pointe-Claire (QC),Eastern Canadian Championships,Freestyle,50
100m Freestyle,50m,52.61,706,31 Mar 2023,Toronto (ON),Canadian Trials,Freestyle,100
200m Freestyle,50m,1:54.07,714,6 Aug 2023,Toronto (ON),Canadian Championships,Freestyle,200
400m Freestyle,50m,3:58.42,786,28 Mar 2023,Toronto (ON),Canadian Trials,Freestyle,400
800m Freestyle,50m,8:21.24,733,2 Mar 2023,Scarborough (ON),Winter Ontario Swimming ...,Freestyle,800
1500m Freestyle,50m,15:41.94,790,3 Aug 2023,Toronto (ON),Canadian Championships,Freestyle,1500
50m Butterfly,50m,26.90,567,4 Jun 2022,Nepean (ON),Eastern Ontario Regional ...,Butterfly,50
100m Butterfly,50m,1:01.26,525,4 Feb 2023,Nepean (ON),Performance Race Weekend,Butterfly,100
200m Butterfly,50m,2:12.14,582,9 Jul 2022,Toronto (ON),Ontario Provincial Championships,Butterfly,200
50m Breaststroke,50m,32.67,501,3 Feb 2023,Nepean (ON),Performance Race Weekend,Breaststroke,50
100m Breaststroke,50m,1:13.45,464,13 May 2023,Ottawa (ON),ROC Swimming 8th Annual Go the ...,Breaststroke,100
200m Breaststroke,50m,2:30.41,587,8 Jul 2023,Halifax (NS),Ken Dunn East Coast Championships,Breaststroke,200
50m Backstroke,50m,35.19,305,18 Jan 2020,Ottawa (ON),GO Kingfish Polar Bear Plunge,Backstroke,50
100m Backstroke,50m,1:07.07,455,23 Apr 2022,Pointe-Claire (QC),Eastern Canadian Championships,Backstroke,100
200m Backstroke,50m,2:18.60,526,10 Jul 2023,Halifax (NS),Ken Dunn East Coast Championships,Backstroke,200
