100m Medley,25m,1:39.47,183,26 Oct 2019,Nepean,SWOTT Team October Invitational,Medley,100
200m Medley,25m,3:38.49,173,16 Nov 2019,Cornwall,Snowflake Invitational Swim Meet,Medley,200
50m Freestyle,25m,37.72,224,26 Oct 2019,Nepean,SWOTT Team October Invitational,Freestyle,50
100m Freestyle,25m,1:21.82,231,19 Jan 2020,Ottawa,GO Kingfish Polar Bear Plunge,Freestyle,100
200m Freestyle,25m,3:03.25,218,9 Jun 2019,Brockville,Splash N Grill,Freestyle,200
400m Freestyle,25m,7:49.38,123,10 Jun 2018,Brockville,Splash N Grill,Freestyle,400
50m Butterfly,25m,40.41,219,19 Jan 2020,Ottawa,GO Kingfish Polar Bear Plunge,Butterfly,50
100m Butterfly,25m,1:47.33,131,30 Nov 2019,Kingston,KBM Distance and Development meet,Butterfly,100
50m Breaststroke,25m,53.12,155,30 Nov 2019,Kingston,KBM Distance and Development meet,Breaststroke,50
100m Breaststroke,25m,1:51.05,177,18 Jan 2020,Ottawa,GO Kingfish Polar Bear Plunge,Breaststroke,100
200m Breaststroke,25m,3:59.37,177,2 Nov 2019,Ottawa,ROC Swimming Duel Meet,Breaststroke,200
50m Backstroke,25m,43.53,205,18 Jan 2020,Ottawa,GO Kingfish Polar Bear Plunge,Backstroke,50
100m Backstroke,25m,1:35.74,189,15 Nov 2019,Cornwall,Snowflake Invitational Swim Meet,Backstroke,100
200m Backstroke,25m,3:31.11,180,17 Nov 2019,Cornwall,Snowflake Invitational Swim Meet,Backstroke,200
200m Medley,50m,4:19.56,114,12 May 2018,Nepean,Festival of Spring,Medley,200
50m Freestyle,50m,37.94,242,10 May 2019,Nepean,Festival of Spring,Freestyle,50
100m Freestyle,50m,1:42.13,129,12 May 2018,Nepean,Festival of Spring,Freestyle,100
200m Freestyle,50m,3:07.08,220,10 May 2019,Nepean,Festival of Spring,Freestyle,200
400m Freestyle,50m,6:41.49,204,12 May 2019,Nepean,Festival of Spring,Freestyle,400
50m Butterfly,50m,43.62,175,7 Apr 2019,Ottawa,ROCS Distance and Long Course ...,Butterfly,50
50m Breaststroke,50m,55.50,148,7 Apr 2019,Ottawa,ROCS Distance and Long Course ...,Breaststroke,50
100m Breaststroke,50m,2:37.57,67,21 Apr 2018,Ottawa,GO Kingfish Dive into Spring Long ...,Breaststroke,100
50m Backstroke,50m,47.19,186,7 Apr 2019,Ottawa,ROCS Distance and Long Course ...,Backstroke,50
100m Backstroke,50m,1:43.00,178,10 May 2019,Nepean,Festival of Spring,Backstroke,100
200m Backstroke,50m,4:06.53,127,21 Apr 2018,Ottawa,GO Kingfish Dive into Spring Long ...,Backstroke,200
