200m Medley,25m,3:14.17,247,22 Feb 2019,Kingston,Heats and Finals SC Finale,Medley,200
50m Freestyle,25m,35.01,280,24 Feb 2019,Kingston,Heats and Finals SC Finale,Freestyle,50
100m Freestyle,25m,1:25.83,200,8 Dec 2018,Cote St-Luc,Invitation provinciale des f?tes ...,Freestyle,100
200m Freestyle,25m,2:57.40,241,23 Feb 2019,Kingston,Heats and Finals SC Finale,Freestyle,200
50m Butterfly,25m,43.42,177,9 Dec 2018,Cote St-Luc,Invitation provinciale des f?tes ...,Butterfly,50
50m Breaststroke,25m,42.50,306,23 Feb 2019,Kingston,Heats and Finals SC Finale,Breaststroke,50
100m Breaststroke,25m,1:35.54,278,24 Feb 2019,Kingston,Heats and Finals SC Finale,Breaststroke,100
50m Backstroke,25m,39.86,267,23 Feb 2019,Kingston,Heats and Finals SC Finale,Backstroke,50
100m Backstroke,25m,1:29.74,230,24 Feb 2019,Kingston,Heats and Finals SC Finale,Backstroke,100
200m Medley,50m,3:13.84,275,7 Apr 2019,Ottawa,ROCS Distance and Long Course ...,Medley,200
50m Freestyle,50m,37.30,255,20 Jan 2019,Nepean,NKB Winter Invitational,Freestyle,50
100m Freestyle,50m,1:19.85,271,7 Apr 2019,Ottawa,ROCS Distance and Long Course ...,Freestyle,100
100m Breaststroke,50m,1:35.73,300,19 Jan 2019,Nepean,NKB Winter Invitational,Breaststroke,100
200m Breaststroke,50m,3:31.65,283,20 Jan 2019,Nepean,NKB Winter Invitational,Breaststroke,200
50m Backstroke,50m,44.78,220,19 Jan 2019,Nepean,NKB Winter Invitational,Backstroke,50
100m Backstroke,50m,1:33.78,237,7 Apr 2019,Ottawa,ROCS Distance and Long Course ...,Backstroke,100
