Young Age,13
Old Age,16

Event,13,14,15,16,13,14,15,16,13,14,15,16,13,14,15,16
50 Free,,,,,29.38,28.82,28.61,28.02,0,0,0,0,0,0,0,0
100 Free,,,,,1:03.96,1:02.42,1:01.86,1:00.32,0,0,0,0,0,0,0,0
200 Free,,,,,2:18.63,2:15.35,2:13.90,2:10.32,0,0,0,0,0,0,0,0
400 Free,,,,,4:54.21,4:47.17,4:44.05,4:37.22,0,0,0,0,0,0,0,0
800 Free,,,,,10:11.08,9:56.22,9:49.32,9:33.27,0,0,0,0,0,0,0,0
1500 Free,,,,,,,,,3,2,1,0,3,2,1,0
50 Back,,,,,32.40,32.40,32.40,32.40,3,2,1,0,3,2,1,0
100 Back,,,,,1:12.92,1:10.80,1:09.62,1:07.86,0,0,0,0,0,0,0,0
200 Back,,,,,2:36.54,2:32.47,2:30.34,2:26.72,0,0,0,0,0,0,0,0
50 Breast,,,,,35.97,35.97,35.97,35.97,3,2,1,0,3,2,1,0
100 Breast,,,,,1:22.80,1:20.67,1:20.20,1:17.52,0,0,0,0,0,0,0,0
200 Breast,,,,,2:58.64,2:53.77,2:52.30,2:46.95,0,0,0,0,0,0,0,0
50 Fly,,,,,30.22,30.22,30.22,30.22,3,2,1,0,3,2,1,0
100 Fly,,,,,1:10.99,1:09.05,1:08.36,1:06.22,0,0,0,0,0,0,0,0
200 Fly,,,,,2:41.31,2:36.13,2:34.51,2:27.80,0,0,0,0,0,0,0,0
200 IM,,,,,2:37.51,2:33.78,2:32.42,2:28.27,0,0,0,0,0,0,0,0
400 IM,,,,,5:34.62,5:28.58,5:23.85,5:16.31,0,0,0,0,0,0,0,0
